"subject" "Y" "sd_X" "mean_X" "sd_body_acc_x" "mean_body_acc_x" "sd_body_acc_y" "mean_body_acc_y" "sd_body_acc_z" "mean_body_acc_z" "sd_body_gyro_x" "mean_body_gyro_x" "sd_body_gyro_y" "mean_body_gyro_y" "sd_body_gyro_z" "mean_body_gyro_z" "sd_total_acc_x" "mean_total_acc_x" "sd_total_acc_y" "mean_total_acc_y" "sd_total_acc_z" "mean_total_acc_z"
1 1 0.452722654264638 -0.317732449943276 0.234133338780874 0.00176488732792028 0.192116753389082 0.00136142189137844 0.136100278562349 0.000123994608826856 0.460148204398441 -0.0109196406755078 0.725724933538022 0.00778033525122906 0.319697711403702 0.00186873397860234 0.233861527742345 0.991144904539822 0.191816890451813 -0.260349970048496 0.134023290420627 -0.0717812682735274
1 2 0.484862873610122 -0.405409679548549 0.211075716737085 -0.00288571143212439 0.172166978248995 -0.0022122152714163 0.179359824376013 0.00499781049128985 0.398028599008249 0.0831365889444548 0.770670697587944 -0.0351653575497497 0.240820734434467 -0.01041788195961 0.210133677853263 0.957106212172915 0.171065484037623 -0.343198039207109 0.172738396075077 -0.0740610323016266
1 3 0.455514566936833 -0.295886896276383 0.336079889792081 0.00497984395241449 0.167107738240112 0.0050528530224277 0.141422318310637 0.00133932855084183 0.473650027519683 -0.00390449900812143 0.670805656547777 -0.0022356345156714 0.426010424400372 0.00495022735107075 0.335222988334404 0.992005386715454 0.166002821400445 -0.241250136100519 0.138533330819824 -0.0647382591237318
1 4 0.546477904027143 -0.631305794429848 0.0088169456999404 -0.00327253897814033 0.0149526077204382 0.00835451633440557 0.0138905489270345 0.00134126348604859 0.0215434646598802 -0.0179209549332825 0.0276759264377177 -0.00766331988387565 0.030553897435541 -0.0100400938009328 0.00646400176746432 0.91331266578972 0.00762917750910514 0.22878469560167 0.00854657876357304 0.31959619881278
1 5 0.542181337789553 -0.645308052260776 0.00279620777116816 0.00029606480338931 0.00631350409967788 0.000569682437685963 0.00666297501787722 -0.000700334398825465 0.0128522266389872 0.00387288500136761 0.0114006198961243 0.00678238110073959 0.0115637624739882 -0.00497476137718892 0.00240779994949359 0.995098707795425 0.00454784762390517 -0.252054540789225 0.00470244282802395 0.00695760625175329
1 6 0.542294404739403 -0.605476454475559 0.0247932385018487 -0.0112542677687748 0.0296083056112129 -0.0119363398686284 0.0343065220791623 -0.00133883927046913 0.111817844454636 0.0122483272316541 0.0394522230181932 0.00472003786151002 0.0466008544566952 0.0277457405714116 0.018890489881379 0.147160464055825 0.0254179155859209 0.705144615858899 0.0272580495080411 0.427844668772481
2 1 0.471751410540144 -0.384182365060794 0.188678607759782 0.0012276371811992 0.159223036474717 0.000476118325230366 0.106385882218855 0.00174486654512081 0.383504266451495 -0.0229700746226569 0.355332679945745 0.0144476789279344 0.25345015970436 0.000428053994888616 0.188328319595238 0.975024532985957 0.158733275151833 -0.325098651004604 0.105553809812103 0.0788747352269891
2 2 0.466703992931453 -0.362505213825313 0.227428597731043 -0.00445552133506298 0.191017624067003 -0.000743611429194423 0.16269940599083 -0.013228678788479 0.490001601715019 -0.0269189189083784 0.410568810200016 0.0221109311286177 0.406984635848773 -0.00452834306783897 0.226144867715474 0.883512648619241 0.188107185987623 -0.395318274696737 0.160406577528359 -0.209739966823046
2 3 0.465729490758389 -0.258386533659573 0.341385987338924 0.0026544964401401 0.217471386768029 -0.00118873916686503 0.164368852531311 -0.00151368764166557 0.593160810128313 -0.0857358233116228 0.449272731386614 0.0346255198322673 0.351097151337718 0.00748261394766167 0.340525652499106 0.940528706971377 0.216260901216394 -0.306129608970613 0.162304987785511 -0.0498077690073322
2 4 0.536914141147994 -0.638502696898794 0.00570006599370221 -5.5685604489838e-05 0.0101547066930396 0.000833450268716519 0.0102503102228301 -0.00021902729950553 0.0141148265038151 -0.0181019632598852 0.0181485853726156 0.00659660053124104 0.0216553942595138 -0.0196404254052317 0.00364126414634849 0.992997419169318 0.0071245124028211 -0.0859534368407601 0.00702011215490257 0.188054082263756
2 5 0.536059426538189 -0.634368668422514 0.00555398629324167 0.000111700869003108 0.00902714663922681 -0.000597585076441538 0.0120642036221216 0.000879898171997784 0.0252118750798988 0.00409697047854601 0.0238727618319271 -0.00326460754397616 0.0192087405353638 0.000808687091210687 0.00469182515035936 0.962614660416038 0.0075230827390029 -0.349424655904693 0.00848131413342389 0.121887809200001
2 6 0.543318302012276 -0.637868335799658 0.0098467393932228 0.000852884947763032 0.00510277494154364 -0.000491604062403538 0.00586136617818346 0.000393548634863179 0.0119088920333111 0.00950540609220651 0.0155671989615223 -0.0166618108370609 0.0214119134308631 0.0258787779313504 0.0057837440970888 -0.0237800574151388 0.00411191445115856 0.763178002792903 0.00497193177537168 0.625637942122936
3 1 0.47042947054323 -0.385340426338184 0.209240438011909 0.00121135438524268 0.160619943966853 0.00122501077081762 0.113191908681054 -0.000554029694022833 0.374518140311476 0.00498511336523197 0.33593479222256 0.0010022573635296 0.255575367320821 -0.000207653325251589 0.208855638345089 0.991491190005883 0.160044261487548 -0.240491524058878 0.111990607320487 -0.140714838484081
3 2 0.483280166456723 -0.422659805550886 0.224586664007498 -0.00168531673963443 0.174549769913918 -0.00659557442095373 0.116367360336316 0.00032608995502334 0.475384049890987 0.105890473795581 0.321428565807872 -0.0265992350740817 0.248006907273706 -0.0265228725359074 0.223791894945592 0.951418404178398 0.171696008995111 -0.368106431885335 0.112637361322145 -0.164072153102175
3 3 0.471565414517055 -0.349073324403032 0.307668643333323 0.00542113706546635 0.166900276896801 0.000139837247458198 0.117718719997164 -0.0016546893854839 0.644656735321296 -0.101327481791725 0.34898905646207 0.0297657794893658 0.272226309778443 0.0185760916553431 0.306916938375243 0.997488275524504 0.165618896885268 -0.208723533593897 0.113682250594221 -0.106972435893221
3 4 0.535481364875035 -0.620719872215977 0.0108374794691943 -0.0040829813648846 0.0262275146747725 0.00729968802707871 0.0254857388640847 0.00345887983960262 0.0317985432119848 -0.0108687997334114 0.0442258869068616 -6.10757101027422e-05 0.0378227915221471 0.0036653288885715 0.00938033784252548 0.961341864202119 0.0182465814187383 0.151310754440753 0.01857692866117 0.133483581919854
3 5 0.523981202663951 -0.624776960528716 0.0122240271263694 0.000599986512778947 0.0199355988291742 0.00161205038976536 0.0189560668725099 0.00233845386450427 0.0883771289893086 0.00376771576737423 0.057290164184632 0.00753549801092166 0.0446256040225644 -0.00835231073964412 0.0113600586587806 0.989840381557782 0.0173010525390164 -0.279511362510499 0.0133558914311219 0.0209600923662395
